company,address,srn,approved
KRAKEN CRUSHED CONCRETE,7871 CHUBB ROAD,P0358,2/3/2016
"CHEMETALL US, INC",1100 TECHNOLOGY DRIVE,P0359,5/25/2018
"ANDRONACO INDUSTRIES, INC",4855 BROADMOOR AVENUE SE,P0361,1/9/2014
CRYSTAL FLASH LP,1760 ALPINE AVENUE,P0364,12/21/1999
"HOEGH INDUSTRIES, INC",317 DELTA AVENUE,P0365,8/10/2012
"H R TECHNOLOGIES, INC",32500 N AVIS DRIVE,P0367,10/24/2012
"PARTRIDGE ENTERPRISES, INC",9193 W HOUGHTON LAKE DRIVE,P0370,8/3/2016
"SPEEDWAY SUPERAMERICA, LLC",24118 COLE AVENUE - SSA #6604,P0372,8/16/2012
"7232 JACKSON ROAD, LLC",7232 JACKSON ROAD,P0373,9/17/2012
PLASAN CARBON COMPOSITES,3195 WILSON DRIVE NW,P0374,2/17/2017
PLASAN CARBON COMPOSITES,3195 WILSON DRIVE NW,P0374,10/17/2018
PLASAN CARBON COMPOSITES,3195 WILSON DRIVE NW,P0374,3/4/2020
"PLASAN NORTH AMERICA, INC",3195 WILSON DRIVE NW,P0374,5/10/2016
"PLASAN NORTH AMERICA, INC",3195 WILSON DRIVE NW,P0374,10/4/2018
LOWELL LIGHT & POWER,625 CHATHAM STREET,P0375,10/14/2016
LOWELL LIGHT & POWER,625 CHATHAM STREET,P0375,9/15/2017
"2600 WBB, LLC",2600 W BIG WEAVER ROAD,P0376,10/17/2012
"TREATMED, INC",41200 COCA-COLA DRIVE,P0379,9/21/2012
"SAKTHI AUTOMOTIVE GROUP USA,",6401 W FORT STREET,P0380,10/31/2016
"SPEEDWAY SUPERAMERICA, LLC",3490 E W MAPLE ROAD - SSA #8870,P0382,9/21/2012
AMERICAN RACK COMPANY,4910 KRAFT AVENUE SE,P0384,6/23/2016
"RIVERSIDE ENERGY MICHIGAN, LLC","SW SW NE SEC 21, T31N, R3E -",P0387,11/1/2012
"TUSCOLA ENERGY, INC",7829 W CASS CITY ROAD,P0388,12/16/2021
"RECONSERVE OF MICHIGAN, INC",8557 PIEDMONT INDUSTRIAL PARK,P0391,1/4/2013
"EUP WOOD SHAVINGS, INC",16794 S HUGGININ ROAD,P0393,1/28/2013
"SEBRIGHT PRODUCTS, INC",2631 12TH STREET,P0401,2/13/2015
SPECTRUM BRADFORD DATA,2859 BRADFORD STREET,P0402,12/6/2012
"EPAINT RECYCLING, LLC",56 LEONARD WOOD DRIVE,P0407,1/16/2013
"EES COKE BATTERY, LLC",1400 ZUG ISLAND ROAD,P0408,11/21/2014
REVOLUTION ONSITE CRUSHING,15621 MASON STREET,P0411,6/26/2017
REVOLUTION ONSITE CRUSHING,40677 COUNTY ROAD 388,P0411,7/27/2017
INVECAST CORPORATION,25737 SHERWOOD AVENUE,P0413,8/20/2014
"FAST TRACK VENTURES, LLC",322 S MAIN STREET,P0414,1/18/2013
JANESVILLE ACOUSTICS,2500 LOGISTICS DRIVE,P0417,2/28/2014
"WOODWORTH, INC",500 CENTERPOINT PARKWAY,P0420,2/1/2013
"WOODWORTH, INC",500 CENTERPOINT PARKWAY,P0420,4/11/2013
"WOODWORTH, INC",500 CENTERPOINT PARKWAY,P0420,9/5/2017
"WOODWORTH, INC",500 CENTERPOINT PARKWAY,P0420,5/10/2019
SUPERIOR ENVIRONMENTAL,101 N STATE STREET,P0422,2/1/2013
"STERLING PERFORMANCE, INC",54420 PONTIAC TRAIL,P0423,5/20/2019
"SPEEDWAY SUPERAMERICA, LLC",4727 CROOKS ROAD - SSA #8841,P0424,3/4/2013
LAKESHORE RECLAMATION &,9702 PORTAGE ROAD,P0425,3/19/2014
DEXSYS,5589 W MOUNT HOPE HIGHWAY,P0429,12/29/2015
DEXSYS,5589 W MOUNT HOPE HIGHWAY,P0429,1/10/2017
MAGNA DEXSYS,5589 W MOUNT HOPE HIGHWAY,P0429,12/16/2014
MAGNA DEXSYS,5589 W MOUNT HOPE HIGHWAY,P0429,6/15/2015
NORPLAS INDUSTRIES,5589 W MOUNT HOPE HIGHWAY -,P0429,5/3/2013
"BONSAL AMERICAN, INC",2280 AUBURN ROAD,P0430,6/13/2013
"DETROIT BULK SERVICES, INC",115 ROSA PARKS BLVD,P0431,2/1/2019
"CORE ENERGY, LLC",KING ROAD - BEAVER CREEK C3-11,P0435,3/26/2019
MICHIGAN AGRICULTURAL,305 N NEWTON STREET,P0436,4/19/2013
"MICHIGAN PET MEMORIALS, LLC",12871 WESTWOOD STREET,P0438,5/17/2013
DT MIDSTREAM,COUNTY ROAD 612 & GOOSE,P0439,3/18/2015
"YEAGER PAVING MATERIALS, LLC",3666 CARROLLTON ROAD,P0443,7/24/2013
"YEAGER PAVING MATERIALS, LLC",3666 CARROLLTON ROAD,P0443,8/19/2013
MDEQ RRD CADILLAC DISTRICT,640 N MAIN STREET,P0444,6/11/2013
ARAMCO SERVICES COMPANY,46535 PEARY COURT,P0445,10/29/2015
"CORE ENERGY, LLC",SECTION 36,P0446,7/31/2013
"CYTEC INDUSTRIES, INC",3115 MILLER ROAD,P0447,5/1/2020
POSTLE ALUMINUM,201 N EDWARDS STREET,P0448,8/29/2013
"TRI PAC, INC",17336 M-60 EAST,P0450,10/25/2013
OAKLAND COUNTY SERVICE,1200 N TELEGRAPH ROAD -,P0451,7/25/2013
"HAMTRAMCK RECYCLING, LLC",3333 HAMTRAMCK DRIVE,P0453,8/7/2013
"HAMTRAMCK RECYCLING, LLC",3333 HAMTRAMCK DRIVE,P0453,10/24/2013
ELITE CLEANROOM SERVICES,548 S COURT STREET,P0455,4/2/2014
"HOLZ SAND & GRAVEL, LLC",1764 E POPPLE ROAD,P0456,7/31/2013
"HICKS PLASTICS COMPANY, LLC",51335 INDUSTRIAL DRIVE,P0457,7/27/2015
"JSP INTERNATIONAL, LLC",4335 COUNTY FARM ROAD,P0459,1/7/2015
EDWARD C LEVY COMPANY,9400 EAGLE STREET - PLANT 2,P0460,8/20/2013
FRUTCHEY BEAN COMPANY,310 3RD STREET,P0461,1/20/2011
KNUST FARMS,15055 30 MILE ROAD,P0462,9/12/2013
KNUST FARMS,236 MORTIMER LINE ROAD,P0463,9/12/2013
HOLLAND BOARD OF PUBLIC,1 ENERGY PARK WAY,P0465,3/5/2018
"KIWI & COMPANY, INC",7019 W Q AVENUE,P0466,9/23/2013
NEWBERRY CORRECTIONAL,13747 E COUNTY ROAD 428,P0468,11/15/2013
ACCESS BUSINESS GROUP,5101 SPAULDING PLAZA -,P0469,7/2/2018
PARK METALLURGICAL,6100 VANCOUVER STREET,P0472,1/10/2014
MID-AMERICAN GROUP,16929 IDA WEST ROAD,P0474,11/5/2013
NORTHERN A-1 SERVICES,3947 US-131 NORTH,P0475,7/19/2016
"FRANKE SEPTIC TANK SERVICE,",11894 S MACKINAW TRAIL,P0476,11/18/2013
"RIVERSIDE ENERGY MICHIGAN, LLC","E 1/2 SE 1/4 SEC 11, T29N, R6W -",P0478,2/18/2014
"NUENERGY OPERATING, INC","SECTION 23 - M-33, 1/4 MILE SOUTH",P0480,1/10/2014
AARON ELEK III ESTATE,"S 1/2 SE 1/4 SW 1/4 SEC 34, T15N,",P0482,7/28/2014
AARON ELEK III ESTATE,"S 1/2 NE 1/4 NE 1/4 SEC 34, T15N,",P0483,10/1/2014
AARON ELEK III ESTATE,"S 1/2 NE 1/4 NE 1/4 SEC 34, T15N,",P0485,9/26/2014
XEROX BUSINESS SERVICES,5225 AUTO CLUB DRIVE,P0487,1/28/2014
"HOLZ SAND & GRAVEL, LLC",1764 E POPPLE ROAD,P0488,12/17/2013
"PRATT INDUSTRIES, LLC",2070 S 3RD STREET,P0491,1/7/2014
"TUSCOLA ENERGY, INC",LAVERN COSENS 1&2-36,P0493,2/12/2014
CUSTOM COATING,24341 BREST STREET,P0494,1/17/2014
REGAL TRADITIONS,59492 S FARRAND ROAD,P0495,1/17/2014
FRED & CONNIE HOLBROOK,1840 135TH STREET,P0497,1/24/2014
"BLUEWATER GAS STORAGE, LLC",750 SCOTT ROAD - KIMBALL GAS,P0498,12/9/2014
"WAR-AG FARM SERVICES, LLC",2170 W MUNGER ROAD,P0499,2/11/2014
"WAR-AG FARM SERVICES, LLC",2170 W MUNGER ROAD,P0499,2/11/2014
LOVING MEMORY CREMATION,241 DALEY ROAD,P0502,4/18/2014
"ELMER'S CRANE & DOZER, INC",3830 HAMILTON ROAD,P0505,3/7/2014
"ELMER'S CRANE & DOZER, INC",2272 W M-72,P0506,3/7/2014
"ELMER'S CRANE & DOZER, INC",3830 HAMILTON ROAD,P0507,3/7/2014
"COUNTY TOP FARMS, INC",51665 OSGOOD ROAD,P0509,3/21/2014
"VILLAGE PANTRY, LLC",496 W MAIN STREET,P0511,3/27/2014
BENZIE AREA CREMATORY,1417 BEULAH HIGHWAY - SUITE 2,P0513,4/24/2014
CONSUMERS ENERGY COMPANY,4000 CLAY AVENUE SW,P0514,5/4/2018
"BELLS BREWERY, INC",8938 KRUM AVENUE,P0516,9/7/2018
"MAROA FARMS, INC",270 N FILLMORE ROAD,P0517,4/20/2017
"PEPPERCO-USA, INC",270 N FILLMORE ROAD,P0517,4/20/2017
"JLJ PARR FARMS, LLC",3835 WELLMAN LINE ROAD,P0520,6/17/2014
COLDWATER BOARD OF PUBLIC,250 N FILLMORE ROAD,P0521,8/19/2014
MICHIGAN RECYCLED,2100 S OPDYKE ROAD,P0523,7/1/2014
"HERITAGE RESOURCES, INC",9449 SAND ROAD,P0526,7/28/2014
"HART, CITY OF",3 WATER STREET,P0527,9/9/2014
HENRY FORD HOSPITAL SYSTEM,2571 PRODUCT DRIVE,P0530,9/10/2014
TIAL CAST,450 S SHIAWASSEE STREET,P0531,10/1/2020
"ELMER'S CRANE & DOZER, INC",W KASSON CENTER ROAD,P0534,8/26/2014
CHARLEVOIX WASTEWATER,15116 LAKE SHORE DRIVE,P0536,9/12/2014
BLARNEY CASTLE OIL COMPANY,115 E WASHINGTON STREET,P0538,9/3/2014
"WEBER SAND & GRAVEL, INC",4826 WILLIS ROAD,P0539,9/5/2014
"WEBER SAND & GRAVEL, INC",67406 BRIAN DRIVE,P0539,4/7/2017
"WEBER SAND & GRAVEL, INC",1498 N SAGINAW STREET,P0539,4/14/2017
"WEBER SAND & GRAVEL, INC",9453 VIENNA ROAD,P0539,4/21/2017
"WEBER SAND & GRAVEL, INC",3666 CARROLLTON ROAD,P0539,5/1/2017
"WEBER SAND & GRAVEL, INC",5200 N DORT HIGHWAY,P0539,5/9/2017
"WEBER SAND & GRAVEL, INC",1451 DIXIE HIGHWAY,P0539,5/11/2017
"WEBER SAND & GRAVEL, INC",5430 STATE ROAD,P0539,7/19/2017
"WEBER SAND & GRAVEL, INC",3797 TOWNLINE ROAD,P0539,9/13/2017
"WEBER SAND & GRAVEL, INC",4067 COMMERCE DRIVE,P0539,11/14/2017
"WEBER SAND & GRAVEL, INC",2420 S GRAND TRAVERSE,P0539,11/15/2017
"WEBER SAND & GRAVEL, INC",1331 HILL ROAD,P0539,2/13/2018
"WEBER SAND & GRAVEL, INC",67401 BRIAN DRIVE,P0539,3/2/2018
"WEBER SAND & GRAVEL, INC",21301 TELEGRAPH ROAD,P0539,4/26/2018
"WEBER SAND & GRAVEL, INC",G5172 N DORT HIGHWAY,P0539,11/26/2018
"WEBER SAND & GRAVEL, INC",1808 VETERANS MEMORIAL,P0539,7/25/2019
"WEBER SAND & GRAVEL, INC",3178 S DYE ROAD,P0539,9/10/2019
BLARNEY CASTLE OIL COMPANY,85 N BENZIE BLVD,P0540,9/12/2014
LAKEWOOD WASTEWATER,13751 HARWOOD ROAD,P0541,9/30/2014
WEST BAY EXPLORATION,39020 7 MILE ROAD,P0544,11/10/2014
SAND PRODUCTS CORPORATION,5021 US-2 WEST,P0545,11/18/2014
"MSV CONSTRUCTION, INC",740 ANN STREET,P0546,3/30/2022
"WOODWORTH, INC",29753 M-60 EAST,P0547,9/25/2014
"WOODWORTH, INC",29753 M-60 EAST,P0547,9/25/2014
"WOODWORTH, INC",29753 M-60 EAST,P0547,5/17/2021
"PAWS UPON THE HEART, LLC",5035 HOLT ROAD,P0550,10/3/2014
"CARDINAL AGGREGATES, INC",200 MATLIN ROAD,P0552,10/7/2014
WINDSOR MACHINE & STAMPING U,26655 NORTHLINE ROAD,P0553,7/27/2015
FALCON ROAD MAINTENANCE,120 WALDO AVENUE,P0555,10/15/2014
"NUENERGY OPERATING, INC",SECTION 16,P0556,10/31/2014
ADAMO DEMOLITION COMPANY,37350 ECORSE ROAD,P0558,4/29/2010
"CONTINENTAL TIRE THE AMERCAS,",22100 TROLLEY INDUSTRIAL DRIVE,P0559,11/7/2014
"SPRAYTEK, INC",32451 N AVIS DRIVE,P0560,11/21/2014
"SPRAYTEK, INC",32451 N AVIS DRIVE,P0560,11/21/2014
COBRA OIL & GAS CORPORATION,STATE MARION & RIVERSIDE 14-36 -,P0562,10/3/2019
"SHANNON PRECISION FASTENERS,",4425 PURKS ROAD,P0565,9/17/2015
"WATERVLIET MARATHON, LLC",112 SAINT JOSEPH STREET,P0567,11/13/2014
"PADNOS MANUFACTURING, INC",3485 VIADUCT STREET SW,P0569,3/9/2015
"PADNOS MANUFACTURING, INC",3485 VIADUCT STREET SW,P0569,6/25/2018
"A & R PACKING COMPANY, INC",34157 AUTRY STREET,P0576,12/4/2019
CARIBBEAN POOL & FIBERGLASS,300 LINCOLN LAKE AVENUE SE,P0578,1/7/2015
GREAT LAKES CREMATION,800 TACOMA COURT,P0580,1/9/2015
WOLVERINE POWER SUPPLY,7432 HIGHWAY M-32 - ALPINE,P0582,5/15/2015
WOLVERINE POWER SUPPLY,7432 HIGHWAY M-32 - ALPINE,P0582,11/19/2020
OTTO BOCK POLYURETHAN,2923 TECHNOLOGY DRIVE,P0583,8/12/2015
CLEMENS FOOD GROUP,NEWTON ROAD - SECTION 35 /,P0585,9/16/2016
"DESIGN FABRICATIONS, INC",1100 E MANDOLINE AVENUE,P0586,4/24/2015
LOYAL PAWS CREMATORY &,3779 S ORTONVILLE ROAD,P0588,3/18/2015
LOYAL PAWS CREMATORY &,3779 S ORTONVILLE ROAD,P0588,11/19/2015
LOYAL PAWS CREMATORY &,3779 S ORTONVILLE ROAD,P0588,7/2/2020
LOYAL PAWS CREMATORY &,3779 S ORTONVILLE ROAD - SUITE,P0588,4/12/2022
"FROMM FARMS, LLC",815 E WILDERMUTH ROAD,P0590,2/23/2015
PET & ANIMAL CREMATION,1947 W FORT STREET,P0592,5/12/2015
"AUTOSYSTEMS AMERICA, INC",46600 PORT STREET,P0594,6/19/2020
SYTSEMA CREMATION SERVICES,773 E APPLE AVENUE,P0600,4/30/2015
CHERISHED MEMORIES PET,15 4TH STREET,P0602,5/14/2015
WILLIAMS INTERNATIONAL,2000 CENTERPOINT PARKWAY,P0603,3/14/2022
"RISNER SAND & GRAVEL, LLC",7549 RIVERSIDE DRIVE,P0604,7/25/2018
"PREMIER FINISHING, INC",3682 NORTHRIDGE AVENUE NW -,P0605,5/29/2015
ZEELAND CLEAN WATER PLANT,144 E LINCOLN AVENUE,P0606,5/15/2015
LLOYD RAYNER,8070 W DECKERVILLE ROAD,P0607,6/11/2015
J P MORGAN CHASE COMPANY,9000 HAGGERTY ROAD,P0608,4/3/2019
MOLD MASTERS,29111 STEPHENSON HIGHWAY,P0609,12/18/2018
TOYOTA MOTOR ENGINEERING &,8777 PLATT ROAD,P0615,8/7/2015
TOYOTA MOTOR ENGINEERING &,8777 PLATT ROAD,P0615,10/1/2015
"MONROE, LLC",4490 44TH STREET SE,P0616,6/25/2015
SYSCO GRAND RAPIDS,3700 SYSCO COURT,P0618,6/18/2015
DIETZEL AUTO BODY,11 S BRADLEYVILLE ROAD,P0619,8/14/2015
"3S INTERNATIONAL, LLC",27050 TROLLEY INDUSTRIAL DRIVE,P0621,8/10/2015
FUOSS GRAVEL COMPANY,777 BUSHA ROAD,P0623,7/7/2015
FUOSS GRAVEL COMPANY,777 BUSHA ROAD,P0623,1/15/2016
AIS CONSTRUCTION EQUIPMENT,56555 PONTIAC TRAIL,P0624,11/16/2015
MICHIGAN DEPT OF CORRECTIONS,2400 S SHERIDAN DRIVE -,P0625,9/8/2015
NORTHERN STAR INDUSTRIES,3201 E INDUSTRIAL DRIVE,P0626,4/2/2019
"JAMES PETERSON SON, INC",106 HOMER ROAD,P0627,7/16/2015
JEREMY FRAHM,8865 W CARO ROAD,P0628,8/7/2015
BRIAN HENNEY,12711 ROUND LAKE ROAD,P0629,9/2/2015
BLARNEY CASTLE OIL COMPANY,1390 WHITEHALL ROAD,P0630,8/3/2015
"E Z RAMP, INC",1010 W JOHN BEERS ROAD,P0633,8/7/2015
WORTHEN COATED FABRICS,1125 41ST STREET SE,P0634,9/14/2015
CRH US,15215 DAY ROAD,P0635,3/17/2017
ELM PLATING COMPANY,533 HUPP STREET,P0636,8/26/2016
ELM PLATING COMPANY,533 HUPP STREET,P0636,9/25/2020
MICHIGAN DEPT OF CORRECTIONS,3201 BEMIS ROAD - HURON VALLEY,P0637,10/23/2015
ARISTEO CONSTRUCTION,41111 VAN DYKE AVENUE,P0638,9/3/2015
MICHIGAN DEPT OF CORRECTIONS,4269 W M-80 - CHIPPEWA,P0640,1/12/2016
FOUNDERS BREWING COMPANY,235 GRANDVILLE AVENUE SW,P0648,3/18/2020
"MICHIGAN POTASH OPERATING,",SCOFIELD ROAD & 120TH AVENUE,P0655,11/18/2021
"DUNDEE CASTINGS COMPANY, INC",500 YPSILANTI STREET,P0656,1/29/2016
"SUNRISE WINDOWS & DOORS, LTD",200 ENTERPRISE DRIVE,P0660,5/24/2018
"SUNSET ENTERPRISE HOLDINGS,",2735 20TH STREET,P0661,12/15/2015
WEST SHORE RECYCLING &,4368 60TH STREET,P0663,3/25/2019
"LANDSCAPE FORMS, INC",5262 E CORK STREET,P0669,12/8/2015
BLARNEY CASTLE OIL COMPANY,4554 N 13 MILE ROAD,P0671,6/22/2005
"WIESEN EDM, INC",8634 STOREY ROAD,P0676,5/11/2016
KAWASAKI MOTORS CORP USA,5080 36TH STREET SE,P0677,3/10/2016
KAWASAKI MOTORS CORP USA,5080 36TH STREET SE,P0677,1/13/2017
KAWASAKI MOTORS CORP USA,5080 36TH STREET SE,P0677,5/18/2018
FUOSS GRAVEL COMPANY,2190 W GRAND RIVER ROAD,P0678,1/15/2016
"CLIFF A MESSING EXC, INC",1783 MAIN STREET,P0679,6/28/2018
DICK HUVAERE AUTO BODY,66629 GRATIOT AVENUE,P0680,3/12/2015
"INNOVATIVE POLYMERS, INC",208 KUNTZ STREET,P0681,6/22/2016
"TOP GRADE AGGREGATES, LLC",540 SPRAGUE ROAD,P0684,3/28/2016
"TOP GRADE AGGREGATES, LLC",5180 CHICAGO DRIVE,P0684,11/28/2016
ADVANCED ARCHITECTURAL,3393 S M-40,P0686,10/4/2019
ADVANCE ENGINEERING COMPANY,7505 BARON DRIVE,P0687,5/16/2016
EASTERN UPPER PENINSULA,24549 S M-129 - UNIT C,P0688,3/15/2016
"DYNAMIC CRUSHING, LLC",6417 CENTERLINE ROAD,P0691,3/31/2016
"DYNAMIC CRUSHING, LLC",920 E GIER STREET,P0691,9/24/2020
"DYNAMIC CRUSHING, LLC",11998 CASCADE ROAD,P0691,2/23/2022
CINTAS CORPORATION,39145 WEBB DRIVE,P0693,10/19/2018
CINTAS CORPORATION,31850 SHERMAN DRIVE,P0694,10/19/2018
"ASTEC ASPHALT, INC",4270 TOMAN ROAD,P0695,4/5/2016
CINTAS CORPORATION,51518 QUADRATE DRIVE,P0696,10/19/2018
CINTAS CORPORATION,3149 WILSON DRIVE NW,P0697,10/19/2018
CINTAS CORPORATION,421 BAYLISS STREET,P0698,10/19/2018
ARAUCO NORTH AMERICA,5851 ARAUCO ROAD,P0699,3/23/2021
"HARDYS, LLC",2402 S PIOTTER HIGHWAY,P0700,4/12/2016
"BAUD INDUSTRIES, INC",47576 HALYARD DRIVE,P0701,6/14/2016
"CARDINAL AGGREGATES, INC",3660 CARPENTER ROAD - 2015,P0703,4/6/2016
ROGER BETZ FARM,SECTION 35 - HAMLIN TOWNSHIP,P0704,4/25/2016
BEKKALAS DIESEL REPAIR,23862 ONECO ROAD,P0707,6/2/2016
TOEFCO ENGINEERED COATING,1919 INDUSTRIAL DRIVE,P0708,7/22/2016
TOEFCO ENGINEERED COATING,1919 INDUSTRIAL DRIVE,P0708,4/18/2018
TOEFCO ENGINEERED COATING,1919 INDUSTRIAL DRIVE,P0708,9/6/2018
"SUPERNAP GRAND RAPIDS, LLC",6100 E PARIS AVENUE,P0709,10/7/2016
"SUPERNAP GRAND RAPIDS, LLC",6100 E PARIS AVENUE,P0709,11/28/2016
WEST BAY EXPLORATION,5720 BANER ROAD,P0711,8/29/2016
"SPEEDWAY SUPERAMERICA, LLC",547 N PERRY STREET - SSA #8821,P0714,7/20/2016
MDEQ RRD KALAMAZOO DISTRICT,13255 HELMER ROAD SOUTH,P0716,7/19/2016
AGRI-SCIENCE THECHNOLOGIES,6135 BLUE STAR HIGHWAY,P0718,7/27/2016
BRISKEY BROTHERS,6550 MERIDIAN ROAD,P0720,9/15/2016
"HARD ROCK QUARRY, LLC",5290 BUNKERHILL ROAD,P0723,8/4/2016
GEDDIS PAVING & EXCAVATING,8000 JEFFS ROAD,P0724,8/4/2016
"EATON RAPIDS, CITY OF",300 MARKET STREET - ELECTRIC,P0725,1/24/2017
"ADEPT PLASTIC FINISHING, INC",48668 ALPHA DRIVE,P0727,10/3/2016
"VAN ELDEREN, INC",130 S LEJA DRIVE,P0728,1/10/2017
"J & A CREMATION, INC",23700 WEST ROAD,P0731,9/2/2016
HERBRUCK POULTRY RANCH,6595 S STATE ROAD,P0732,11/21/2016
MILOSCH'S PALACE COLLISION,4800 S LAPEER ROAD,P0733,3/13/2019
"AWH GRADING, LLC",3333 MUIR ROAD,P0734,3/31/2016
JACKS SERVICE CENTER,844 LEONARD STREET NW,P0737,9/14/2016
PASLIN COMPANY,25411 RYAN ROAD,P0739,11/22/2016
PASLIN COMPANY,25411 RYAN ROAD,P0739,7/28/2021
SILICONATURE CORPORATION,4255 68TH STREET SE,P0742,4/27/2021
SAVOY ENERGY LP,"SEC 14, T4S, R1E",P0743,4/17/2020
LENOX CREMATION SERVICES OF,10918 GRATIOT AVENUE,P0746,8/27/2020
"PITLIK & WICK, INC","SE SW SEC 5, T49N, R41W - U S",P0750,10/12/2016
SURREY VETERINARY CLINIC,3598 S CLARE AVENUE,P0751,12/2/2016
"SMW MANUFACTURING, INC",25575 BREST ROAD,P0754,10/21/2016
"WEBER SAND & GRAVEL, INC",LAPEER COUNTY & PIT RIBBLE,P0755,10/13/2016
"WEBER SAND & GRAVEL, INC",4067 COMMERCE DRIVE,P0755,10/24/2017
"WEBER SAND & GRAVEL, INC",6942 MUCK ROAD,P0755,2/14/2018
"WEBER SAND & GRAVEL, INC",5430 STATE ROAD,P0755,5/2/2019
"WEBER SAND & GRAVEL, INC",14235 N SAGINAW ROAD,P0755,5/20/2019
"WEBER SAND & GRAVEL, INC",67401 BRIAN DRIVE,P0755,7/11/2019
"WEBER SAND & GRAVEL, INC",67406 BRIAN DRIVE,P0755,9/30/2019
"WEBER SAND & GRAVEL, INC",2651 METAMORA ROAD,P0755,10/22/2020
"WEBER SAND & GRAVEL, INC",3666 CARROLTON ROAD,P0755,2/11/2021
UNIFIRST CORPORATION,1300 AUBURN ROAD,P0758,4/10/2018
"PERFORMANCE SPRINGS, INC",57575 TRAVIS ROAD,P0763,8/8/2017
"B P PRODUCTS NORTH AMERICA,",4465 W VIENNA ROAD,P0764,11/30/2005
"B P PRODUCTS NORTH AMERICA,",5020 S PENNSYLVANIA AVENUE,P0765,10/23/2003
HYCAL CORPORATION,27800 W JEFFERSON AVENUE,P0766,1/17/2017
PALLET SOLUTIONS BY THE DUTCH,9932 E KENDAVILLE ROAD,P0767,11/29/2016
PASCHAL BURIAL VAULT,15725 STEGER INDUSTRIAL DRIVE,P0769,12/5/2016
PASCHAL BURIAL VAULT &,15725 STEGER INDUSTRIAL DRIVE,P0769,8/14/2020
PREZIO HEALTH,30275 HUDSON DRIVE,P0772,12/21/2016
SPRING ARBOR COATINGS,895 GARDEN LANE,P0773,8/15/2018
"PRATT & WHITNEY AUTOAIR, INC",1781 HOLLOWAY DRIVE,P0774,1/26/2018
WHISPERING PINES PET CEMETERY,943 WRAY COURT,P0776,1/26/2017
"PRO POWDER, INC",201 LOVEJOY AVENUE,P0778,2/13/2017
BACCO CONSTRUCTION COMPANY,N3676 US-2 NORTH,P0781,3/24/2017
ALD THERMAL TREATMENT,2626 24TH STREET,P0782,1/19/2017
ALD THERMAL TREATMENT,2626 24TH STREET,P0782,8/9/2018
"NORTHERN PROMOTIONS, LLC",12595 LONG RAPIDS ROAD,P0786,2/13/2017
"ZFS ITHACA, LLC",1266 E WASHINGTON ROAD,P0788,4/19/2021
"KALITTA AIR, LLC",5060 SKYWAY STREET,P0789,7/11/2017
FLETCHER PRECISION PAINTING,6795 E 9 MILE ROAD,P0790,1/30/2018
"LAKESHORE SAND, LLC",803 VERHOEKS STREET,P0791,2/23/2017
"MELCHING, INC",2051 HARVEY STREET,P0791,12/21/2018
WEST BAY EXPLORATION,11123 PALMER ROAD,P0793,11/7/2018
WEST BAY EXPLORATION,8401 DORRELL ROAD,P0794,7/31/2019
HASTINGS FIBERGLASS PRODUCTS,W GREEN STREET,P0795,8/15/2018
UPPER MICHIGAN ENERGY,16017 SARYA ROAD,P0796,1/18/2022
UPPER MICHIGAN ENERGY,80 EAGLE MILLS ROAD,P0797,1/18/2022
"PALMER FARMS, INC",N SANDUSKY ROAD,P0798,3/10/2017
BURROUGHS MATERIALS COMPANY,16240 TINDALL ROAD,P0801,3/13/2017
"PRECISE FINISHING SYSTEMS, INC",1650 N BURKHART ROAD,P0805,4/5/2017
FISHER CONSTRUCTION,900 S BRADLEY STREET,P0806,3/28/2017
FISHER CONSTRUCTION,1277 BRIDGE ROAD,P0806,3/29/2022
"ROSATI SPECIALTIES, INC",24200 CAPITAL BLVD,P0808,5/19/2017
"BROSE NEW BOSTON, INC",23400 BELL ROAD,P0810,5/16/2017
BOND TRUCKING COMPANY,2490 KOCHVILLE ROAD,P0813,4/25/2017
"SUMMIT POLYMERS, INC",5858 E NORTH AVENUE,P0815,5/22/2019
BURR OAK TOOL,69777 WHITE STREET,P0816,6/28/2019
LUKAZCEK EXCAVATING &,2400 LAKESHORE DRIVE,P0820,5/31/2017
UNIVERSITY OF MICHIGAN,7500 CHALLIS ROAD,P0821,6/29/2017
OERLIKON METCO,41144 CONCEPT DRIVE,P0824,4/13/2021
"DCF RECYCLING, INC",1 MILE SOUTH OF E GRAND RIVER,P0825,7/7/2017
BRINK WOOD PRODUCTS,1175 76TH STREET SW,P0827,9/14/2017
"CUSTOM CRUSHING & RECYCLE,",6900 E PARIS AVENUE SE,P0828,7/3/2019
SEBEWAING LIGHT & WATER DEPT,120 W MAIN STREET,P0829,1/7/2021
"KALIN CONSTRUCTION COMPANY,",7855 DIXON ROAD,P0834,8/2/2017
SAINT-GOBAIN PERFORMANCE,3910 TERRY DIANE STREET,P0840,8/28/2020
"MSV CONSTRUCTION, INC",3233 BROADMOOR AVENUE SE,P0844,9/6/2017
"MSV CONSTRUCTION, INC",3233 BROADMOOR AVENUE SE,P0844,3/30/2022
HARVEST OAK MANUFACTURING,804 N MATTESON STREET,P0862,7/17/2018
CUMMINGS-MOORE GRAPHITE,1505 CEDAR STREET,P0865,12/21/2017
"FOREST RIVER, INC",698 W CHICAGO ROAD - PLANT 121,P0872,9/30/2020
BRANDENBURG INDUSTRIAL,17000 ROTUNDA DRIVE,P0873,10/20/2017
